Distance (m),Elevation (m)
7073.087428,250.5942383
7096.664386,249.0476227
7120.241344,247.3504486
7143.818302,245.700058
7167.39526,244.8027496
7190.972218,243.2779999
7214.549176,243.3060608
7238.126134,243.7901459
7261.703092,244.3380737
7285.280051,244.9112091
7308.857009,243.8015289
7332.433967,245.0695648
7356.010925,246.2793884
7379.587883,247.2574768
7403.164841,248.3749237
7426.741799,249.5996399
7450.318757,250.6639709
7473.895715,252.6135559
7497.472673,252.5691528
7521.049632,252.9193268
7544.62659,252.9741058
7568.203548,252.8654022
7591.780506,252.7566223
7615.357464,252.9079437
7638.934422,252.9244537
7662.51138,252.8030396
7686.088338,253.0531921
7709.665296,252.6676483
7733.242254,253.0314789
7756.819212,253.5587921
7780.396171,253.4623413
7803.973129,253.0020294
7827.550087,251.8338623
7851.127045,252.9020844
7874.704003,253.3352814
7898.280961,254.0461731
7921.857919,254.9624939
7945.434877,255.9811554
7969.011835,256.4987793
7992.588793,257.6312866
8016.165751,258.4162598
8039.74271,259.731842
8063.319668,260.6349182
8086.896626,261.6584473
8110.473584,262.1424866
8134.050542,262.861145
8157.6275,263.8365173
8181.204458,264.1804504
8204.781416,265.2894592
8228.358374,265.2509766
8251.935332,266.4906921
8275.51229,266.5700378
8299.089249,267.0724182
8322.666207,267.6591187
8346.243165,267.8095398
8369.820123,268.1646118
8393.397081,268.2913513
8416.974039,268.5059204
8440.550997,268.3344116
8464.127955,268.6599426
8487.704913,268.4562683
8511.281871,268.7369995
8534.858829,269.0201721
8558.435788,268.8363342
8582.012746,268.9393005
8605.589704,268.7251282
8629.166662,268.9525452
8652.74362,268.914093
8676.320578,269.4527588
8699.897536,269.8597107
8723.474494,270.3608398
8747.051452,270.5786133
8770.62841,271.0992737
8794.205369,271.5075073
8817.782327,271.8777771
8841.359285,272.5970764
8864.936243,273.3386841
8888.513201,274.2026367
8912.090159,274.9521484
8935.667117,275.1096191
8959.244075,275.7200317
8982.821033,276.0410156
9006.397991,276.2900391
9029.974949,276.9731445
9053.551908,277.6681519
9077.128866,277.6248169
9100.705824,278.276886
9124.282782,278.7848206
9147.85974,279.0484009
9171.436698,279.0822144
9195.013656,279.4296875
9218.590614,279.8595276
9242.167572,280.1979675
9265.74453,280.8516235
9289.321488,280.5235291
9312.898447,280.6668701
9336.475405,281.5112915
9360.052363,281.0503235
9383.629321,281.2970276
9407.206279,281.2583008
9430.783237,279.7186279
9454.360195,279.6210327
9477.937153,279.7032471
9501.514111,279.2619324
9525.091069,279.6147766
9548.668027,279.4626465
9572.244986,278.901947
9595.821944,278.2822876
9619.398902,276.8554688
9642.97586,274.8638306
9666.552818,273.1657715
9690.129776,270.9919434
9713.706734,269.14328
9737.283692,267.5808105
9760.86065,265.008728
9784.437608,264.218811
9808.014566,262.7342834
9831.591525,260.1947937
9855.168483,258.1447754
9878.745441,256.9025269
9902.322399,255.9941406
9925.899357,256.3753662
9949.476315,256.802002
9973.053273,257.6430969
9996.630231,258.4177246
10020.20719,259.1379395
10043.78415,261.0471191
10067.36111,261.8652039
10090.93806,262.7493591
10114.51502,261.8762207
10138.09198,260.2253723
10161.66894,259.1588135
10185.2459,258.4512634
10208.82285,255.6483154
10232.39981,253.783432
10255.97677,252.4671936
10279.55373,252.2006836
10303.13069,251.6220245
10326.70764,250.9224548
10350.2846,250.5632782
10373.86156,250.7260132
10397.43852,250.4130402
10421.01548,251.3015289
10444.59243,251.4131775
10468.16939,253.0066986
10491.74635,253.2201691
10515.32331,252.9062958
10538.90027,253.0259705
10562.47723,253.5365906
10586.05418,255.1622162
10609.63114,256.1105957
10633.2081,255.8071594
10656.78506,256.2640381
10680.36202,257.5273132
10703.93897,258.0736389
10727.51593,258.8037109
10751.09289,259.4108887
10774.66985,260.1747437
10798.24681,262.3638306
10821.82376,264.3186951
10845.40072,265.0726624
10868.97768,266.1434937
10892.55464,266.9658813
10916.1316,268.9352112
10939.70855,270.4206543
10963.28551,272.3293152
10986.86247,274.1554871
11010.43943,275.6246948
11034.01639,277.1930542
11057.59335,278.5195007
11081.1703,279.2285767
11104.74726,279.8463135
11128.32422,280.6569214
11151.90118,281.1483154
11175.47814,281.5228882
11199.05509,281.9953003
11222.63205,282.5026245
11246.20901,282.3276978
11269.78597,282.2183228
11293.36293,281.34021
11316.93988,281.0142212
11340.51684,281.8301392
11364.0938,281.8688965
11387.67076,282.0404053
11411.24772,282.256897
11434.82467,283.2740479
11458.40163,283.561615
11481.97859,283.9059143
11505.55555,283.252594
11529.13251,282.3111877
11552.70947,280.7340393
11576.28642,280.1202087
11599.86338,279.6884155
11623.44034,279.9053955
11647.0173,281.4987488
11670.59426,282.8226318
11694.17121,284.1201172
11717.74817,283.6138306
11741.32513,282.2059021
11764.90209,282.7095032
11788.47905,282.6912231
11812.056,283.0307922
11835.63296,283.2511902
11859.20992,283.0622559
11882.78688,283.1095276
11906.36384,282.8656616
11929.94079,282.5506592
11953.51775,283.0593872
11977.09471,283.2194214
12000.67167,283.444458
12024.24863,283.5318298
12047.82559,283.7340698
