Distance (m),Elevation (m)
7015.894618,149.3388367
7030.36038,147.763382
7044.826142,146.8009491
7059.291904,145.9898071
7073.757666,145.0659485
7088.223428,143.0444336
7102.68919,141.3478394
7117.154953,139.9340363
7131.620715,139.2856293
7146.086477,138.5257416
7160.552239,136.5863953
7175.018001,133.2170105
7189.483763,129.7274017
7203.949525,127.2433548
7218.415287,126.6890869
7232.881049,126.8811951
7247.346811,127.0027237
7261.812574,127.2235184
7276.278336,127.2390289
7290.744098,126.4510269
7305.20986,126.734726
7319.675622,127.1420822
7334.141384,127.1857681
7348.607146,126.8657532
7363.072908,126.4193573
7377.53867,125.8620987
7392.004432,125.0865631
