Distance (m),Elevation (m)
1175.748616,191.6123199
1185.546521,189.3747253
1195.344426,188.2047424
1205.142331,187.3378296
1214.940236,186.3795776
1224.738141,185.5165405
1234.536047,184.8361511
1244.333952,184.098175
1254.131857,183.3397675
1263.929762,183.0146637
1273.727667,182.33284
1283.525572,181.8387604
1293.323477,180.8739624
1303.121382,179.8857117
1312.919288,179.3329926
1322.717193,178.5449982
1332.515098,178.1586761
1342.313003,177.3931122
1352.110908,176.4991608
1361.908813,175.8027039
1371.706718,175.171814
1381.504623,174.6246033
1391.302529,173.7677002
1401.100434,172.2238159
1410.898339,171.0371857
1420.696244,170.1910858
1430.494149,169.3555298
1440.292054,168.8386078
1450.089959,168.3410339
1459.887865,167.7391052
1469.68577,167.0532684
1479.483675,166.3664856
1489.28158,165.6663818
1499.079485,165.4902039
1508.87739,164.8540344
1518.675295,163.5778351
1528.4732,162.5111694
1538.271106,161.8108063
1548.069011,161.4951477
1557.866916,160.8011169
1567.664821,159.9068604
1577.462726,159.2128448
1587.260631,158.815506
1597.058536,158.4889069
1606.856441,157.7808838
1616.654347,156.7871094
1626.452252,156.0932159
1636.250157,155.631012
1646.048062,154.9401703
1655.845967,153.8535461
1665.643872,152.7247009
1675.441777,151.8470306
1685.239683,150.7813416
1695.037588,150.0541992
1704.835493,149.0602112
1714.633398,147.8625031
1724.431303,146.8484497
1734.229208,145.8645477
1744.027113,144.7814026
1753.825018,143.535965
1763.622924,142.4431763
1773.420829,141.2220306
1783.218734,140.1829376
1793.016639,139.1060333
1802.814544,137.9475555
1812.612449,136.9928284
1822.410354,136.338974
1832.20826,135.8577728
1842.006165,134.8895721
1851.80407,133.6308746
1861.601975,132.7402496
1871.39988,131.9177704
1881.197785,131.1854553
1890.99569,130.4214478
1900.793595,129.7068329
1910.591501,128.7361755
1920.389406,128.1961975
1930.187311,128.0756378
1939.985216,128.5343628
1949.783121,128.4644318
1959.581026,127.6418686
1969.378931,127.2491989
1979.176836,127.7802277
1988.974742,127.7215347
1998.772647,127.6936493
2008.570552,127.9221954
2018.368457,127.9156036
2028.166362,127.8099823
2037.964267,127.7394714
2047.762172,127.4062729
2057.560078,127.3200073
2067.357983,127.106575
2077.155888,126.551712
2086.953793,125.9968033
2096.751698,125.75737
2106.549603,125.5528946
2116.347508,125.3431244
2126.145413,125.2997894
2135.943319,125.5427094
2145.741224,125.5144882
2155.539129,125.4156876
2165.337034,125.5575485
2175.134939,125.8418961
2184.932844,125.6275482
2194.730749,125.3642044
2204.528654,125.0438461
2214.32656,124.7292938
2224.124465,124.5345993
2233.92237,124.5810623
2243.720275,125.1397018
2253.51818,125.6500473
2263.316085,125.4328537
2273.11399,124.9206619
2282.911896,124.7631531
2292.709801,124.5830688
2302.507706,124.1059113
2312.305611,123.2751083
2322.103516,122.8586349
2331.901421,123.0157471
2341.699326,123.5266418
2351.497231,123.6833496
2361.295137,123.0110321
2371.093042,122.5953598
2380.890947,122.4985428
2390.688852,122.4411621
2400.486757,122.4904251
2410.284662,122.5934296
2420.082567,122.7552948
2429.880473,122.686142
2439.678378,122.4374771
2449.476283,122.201828
2459.274188,121.9827881
2469.072093,122.0057983
2478.869998,122.1533585
2488.667903,122.266449
2498.465808,122.4483414
2508.263714,122.6528091
2518.061619,122.8213959
2527.859524,122.70578
2537.657429,122.8165894
2547.455334,122.9243317
2557.253239,122.891777
2567.051144,123.2968826
2576.849049,123.8139038
2586.646955,123.7655106
2596.44486,123.6732483
2606.242765,124.4000244
2616.04067,124.6888809
2625.838575,124.7632599
2635.63648,124.8705215
2645.434385,125.3136368
2655.232291,125.7394409
2665.030196,126.2512512
2674.828101,126.4572906
2684.626006,126.3398819
2694.423911,126.2322693
2704.221816,126.2036743
2714.019721,126.2972183
2723.817626,126.4191818
2733.615532,126.7343216
2743.413437,127.6568222
2753.211342,128.7023926
2763.009247,129.8800964
2772.807152,131.0505524
2782.605057,133.1802826
2792.402962,135.6739349
2802.200867,137.2168579
2811.998773,137.1370544
2821.796678,137.3358002
2831.594583,138.5509644
2841.392488,139.2505951
2851.190393,138.9378052
2860.988298,138.9237976
2870.786203,139.7443695
2880.584109,140.7227783
2890.382014,140.9082794
2900.179919,141.0590057
2909.977824,142.1378937
2919.775729,142.8555145
2929.573634,143.2711792
2939.371539,144.0010071
2949.169444,145.1591034
2958.96735,146.6534882
2968.765255,147.9881134
2978.56316,148.8287659
2988.361065,149.295105
2998.15897,150.0512085
3007.956875,151.0865631
3017.75478,152.7049408
3027.552686,155.3769379
3037.350591,157.8025665
3047.148496,159.3778229
3056.946401,159.5610962
3066.744306,159.2786407
3076.542211,158.0331726
3086.340116,155.3644562
3096.138021,153.5613861
3105.935927,153.5504761
3115.733832,153.9506226
3125.531737,154.7224426
3135.329642,155.5734863
3145.127547,156.1774597
3154.925452,156.8619843
3164.723357,157.4499969
3174.521262,157.8075714
3184.319168,158.2541351
3194.117073,158.986084
3203.914978,160.1522827
3213.712883,160.7849884
3223.510788,161.0293274
3233.308693,161.5553589
3243.106598,162.3694305
3252.904504,163.0065002
3262.702409,163.7519379
3272.500314,164.491806
3282.298219,165.2155457
3292.096124,165.8223724
3301.894029,166.6669159
3311.691934,166.9688568
3321.489839,167.1981659
3331.287745,167.6782074
3341.08565,168.5018311
3350.883555,169.213089
3360.68146,169.8450165
3370.479365,170.4880371
3380.27727,171.222229
3390.075175,171.7122803
3399.87308,172.1303711
3409.670986,173.1362305
3419.468891,173.748764
3429.266796,174.4274597
3439.064701,174.5783691
3448.862606,174.691391
3458.660511,175.2523956
3468.458416,176.0299377
3478.256322,177.2431335
3488.054227,178.4123077
3497.852132,179.4315948
3507.650037,180.3399506
3517.447942,181.6195221
3527.245847,183.1008301
3537.043752,184.6207123
3546.841657,186.0862427
3556.639563,187.7659302
3566.437468,189.0073853
3576.235373,189.9286499
3586.033278,190.9499359
3595.831183,192.1567993
3605.629088,193.5474091
3615.426993,194.7070923
3625.224899,195.4962158
3635.022804,196.0514832
3644.820709,196.9892731
3654.618614,198.0153046
3664.416519,199.0726318
3674.214424,200.2849731
3684.012329,201.208847
3693.810234,202.0782013
3703.60814,203.091156
3713.406045,204.2016449
3723.20395,205.0235138
3733.001855,205.7476654
3742.79976,206.9133606
3752.597665,208.1016693
3762.39557,209.0799103
3772.193475,209.769043
3781.991381,210.2462311
3791.789286,211.0489197
3801.587191,212.5172577
3811.385096,213.4864807
3821.183001,214.7843628
3830.980906,215.941803
3840.778811,216.7028198
3850.576717,217.5662994
3860.374622,219.2868805
3870.172527,221.2499084
3879.970432,222.9579468
3889.768337,223.878067
3899.566242,225.173172
3909.364147,226.3328705
3919.162052,227.3146057
3928.959958,228.7435608
3938.757863,230.2961731
3948.555768,232.0843353
3958.353673,233.4148102
3968.151578,234.1798706
3977.949483,234.6281586
3987.747388,235.1426392
3997.545293,236.234787
4007.343199,237.2352142
4017.141104,237.8661346
4026.939009,238.0883636
4036.736914,238.4917145
4046.534819,238.935318
4056.332724,239.2705841
4066.130629,239.6375732
4075.928535,240.3711395
4085.72644,241.2634125
4095.524345,241.7073212
4105.32225,242.0083466
4115.120155,242.4655914
4124.91806,243.0747986
4134.715965,243.5733185
4144.51387,243.6798859
4154.311776,243.9380188
4164.109681,244.3200226
4173.907586,244.8143921
4183.705491,245.1121368
4193.503396,245.0848846
4203.301301,245.3474426
4213.099206,245.5903931
4222.897112,245.9010773
4232.695017,246.1352997
4242.492922,246.2842712
4252.290827,246.5911255
4262.088732,246.6805267
4271.886637,247.3695526
4281.684542,247.9019165
4291.482447,248.3341217
4301.280353,249.0728302
4311.078258,249.6421356
4320.876163,249.2524872
4330.674068,248.1115875
4340.471973,247.3552399
4350.269878,247.2910004
4360.067783,247.201416
4369.865688,246.9836578
4379.663594,246.8369904
4389.461499,247.1471252
4399.259404,247.3384094
4409.057309,247.2321472
4418.855214,247.1983337
4428.653119,247.7383423
4438.451024,248.4167938
4448.24893,249.0726776
4458.046835,249.5913086
4467.84474,249.9632568
4477.642645,250.414856
4487.44055,250.8704071
4497.238455,251.8355408
4507.03636,252.5964661
4516.834265,252.5500336
4526.632171,252.3909912
4536.430076,252.2923279
4546.227981,252.5351868
4556.025886,252.8611145
4565.823791,252.8242188
4575.621696,252.8773041
4585.419601,252.9132385
4595.217506,252.9015808
4605.015412,252.8444061
4614.813317,252.8140717
4624.611222,252.7556
4634.409127,252.71698
4644.207032,252.7988281
4654.004937,252.9490662
4663.802842,253.0397491
4673.600748,252.9750977
4683.398653,252.9933167
4693.196558,252.9599762
4702.994463,253.110321
4712.792368,253.2060089
4722.590273,253.1366272
4732.388178,252.9099731
4742.186083,252.7153473
4751.983989,252.8141022
4761.781894,252.9868469
4771.579799,253.1334839
4781.377704,253.42453
4791.175609,253.5687714
4800.973514,253.5237122
4810.771419,253.4987183
4820.569324,253.4249573
4830.36723,253.3501282
4840.165135,252.9558563
4849.96304,252.2651825
4859.760945,251.7445374
4869.55885,251.9597778
4879.356755,252.7118225
4889.15466,252.9454651
4898.952566,251.8184967
4908.750471,249.754837
4918.548376,248.348053
4928.346281,247.8012695
4938.144186,247.7434692
4947.942091,247.7134705
4957.739996,247.4286957
4967.537901,247.2315826
4977.335807,247.0433197
4987.133712,246.8508606
4996.931617,246.7158661
5006.729522,246.6880798
